CODGEO;LIBGEO;AU2010;LIBAU2010;CATAEU2010;DEP;REG
02103;Bou�;000;Communes isolées hors influence des pôl;400;02;32
02104;Bouffignereux;029;Reims;112;02;32
02105;Bouresches;181;Château-Thierr;112;02;32
02106;Bourg-et-Comin;029;Reims;112;02;32
02107;Bourguignon-sous-Coucy;998;Autre multipolaris�;300;02;32
02108;Bourguignon-sous-Montbavin;146;Laon;112;02;32
02109;La Bouteille;998;Autre multipolaris�;300;02;32
02110;Braine;997;Multipolarisé des grands pôl;120;02;32
02111;Brancourt-en-Laonnois;997;Multipolarisé des grands pôl;120;02;32
02112;Brancourt-le-Grand;997;Multipolarisé des grands pôl;120;02;32
02114;Brasles;181;Château-Thierr;111;02;32
02115;Braye-en-Laonnois;997;Multipolarisé des grands pôl;120;02;32
02116;Braye-en-Thiérach;998;Autre multipolaris�;300;02;32
02117;Bray-Saint-Christophe;074;Saint-Quentin;112;02;32
02118;Braye;127;Soissons;112;02;32
02119;Bréc;181;Château-Thierr;112;02;32
02120;Brenelle;997;Multipolarisé des grands pôl;120;02;32
02121;Breny;997;Multipolarisé des grands pôl;120;02;32
02122;Brie;146;Laon;112;02;32
02123;Brissay-Choigny;074;Saint-Quentin;112;02;32
02124;Brissy-Hamégicour;074;Saint-Quentin;112;02;32
02125;Brumetz;001;Paris;112;02;32
02126;Brunehamel;000;Communes isolées hors influence des pôl;400;02;32
02127;Bruyères-sur-Fè;997;Multipolarisé des grands pôl;120;02;32
02128;Bruyères-et-Montbérau;146;Laon;112;02;32
02129;Bruys;029;Reims;112;02;32
02130;Bucilly;367;Hirson;222;02;32
02131;Bucy-le-Long;127;Soissons;112;02;32
02132;Bucy-lès-Cern;146;Laon;112;02;32
02133;Bucy-lès-Pierrepon;000;Communes isolées hors influence des pôl;400;02;32
02134;Buire;367;Hirson;221;02;32
02135;Buironfosse;000;Communes isolées hors influence des pôl;400;02;32
02136;Burelles;998;Autre multipolaris�;300;02;32
02137;Bussiares;181;Château-Thierr;112;02;32
02138;Buzancy;127;Soissons;112;02;32
02139;Caillouël-Crépig;998;Autre multipolaris�;300;02;32
02140;Camelin;998;Autre multipolaris�;300;02;32
02141;La Capelle;000;Communes isolées hors influence des pôl;400;02;32
02142;Castres;074;Saint-Quentin;112;02;32
02143;Le Catelet;000;Communes isolées hors influence des pôl;400;02;32
02144;Caulaincourt;074;Saint-Quentin;112;02;32
02145;Caumont;998;Autre multipolaris�;300;02;32
02146;Celles-lès-Cond;997;Multipolarisé des grands pôl;120;02;32
02148;Celles-sur-Aisne;127;Soissons;112;02;32
02149;Cerizy;074;Saint-Quentin;112;02;32
02150;Cerny-en-Laonnois;997;Multipolarisé des grands pôl;120;02;32
02151;Cerny-lès-Buc;146;Laon;112;02;32
02152;Cerseuil;997;Multipolarisé des grands pôl;120;02;32
02153;Cessières-Suz;146;Laon;112;02;32
02154;Chacrise;127;Soissons;112;02;32
02155;Chaillevois;146;Laon;112;02;32
02156;Chalandry;146;Laon;112;02;32
02157;Chambry;146;Laon;111;02;32
02158;Chamouille;997;Multipolarisé des grands pôl;120;02;32
02159;Champs;998;Autre multipolaris�;300;02;32
02160;Chaourse;000;Communes isolées hors influence des pôl;400;02;32
02162;La Chapelle-sur-Chéz;001;Paris;112;02;32
02163;Charly-sur-Marne;997;Multipolarisé des grands pôl;120;02;32
02164;Le Charmel;181;Château-Thierr;112;02;32
02165;Charmes;233;Tergnier;211;02;32
02166;Chartève;181;Château-Thierr;112;02;32
02167;Chassemy;127;Soissons;112;02;32
02168;Château-Thierr;181;Château-Thierr;111;02;32
02169;Châtillon-lès-So;000;Communes isolées hors influence des pôl;400;02;32
02170;Châtillon-sur-Ois;074;Saint-Quentin;112;02;32
02171;Chaudardes;029;Reims;112;02;32
02172;Chaudun;997;Multipolarisé des grands pôl;120;02;32
02173;Chauny;250;Chauny;211;02;32
02174;Chavignon;997;Multipolarisé des grands pôl;120;02;32
02175;Chavigny;127;Soissons;112;02;32
02176;Chavonne;997;Multipolarisé des grands pôl;120;02;32
02177;Chér�;146;Laon;112;02;32
02178;Chermizy-Ailles;997;Multipolarisé des grands pôl;120;02;32
02179;Chéry-Chartreuv;029;Reims;112;02;32
02180;Chéry-lès-Pouil;146;Laon;112;02;32
02181;Chéry-lès-Roz;000;Communes isolées hors influence des pôl;400;02;32
02182;Chevennes;998;Autre multipolaris�;300;02;32
02183;Chevregny;146;Laon;112;02;32
02184;Chevresis-Monceau;997;Multipolarisé des grands pôl;120;02;32
02185;Chézy-en-Orxoi;001;Paris;112;02;32
02186;Chézy-sur-Marn;997;Multipolarisé des grands pôl;120;02;32
02187;Chierry;181;Château-Thierr;111;02;32
02188;Chigny;998;Autre multipolaris�;300;02;32
02189;Chivres-en-Laonnois;997;Multipolarisé des grands pôl;120;02;32
02190;Chivres-Val;127;Soissons;112;02;32
02191;Chivy-lès-Étouvell;146;Laon;112;02;32
02192;Chouy;001;Paris;112;02;32
02193;Cierges;997;Multipolarisé des grands pôl;120;02;32
02194;Cilly;000;Communes isolées hors influence des pôl;400;02;32
02195;Ciry-Salsogne;127;Soissons;112;02;32
02196;Clacy-et-Thierret;146;Laon;112;02;32
02197;Clairfontaine;998;Autre multipolaris�;300;02;32
02198;Clamecy;127;Soissons;112;02;32
02199;Clastres;074;Saint-Quentin;112;02;32
02200;Clermont-les-Fermes;000;Communes isolées hors influence des pôl;400;02;32
02201;Cœuvres-et-Valser;001;Paris;112;02;32
02203;Coincy;181;Château-Thierr;112;02;32
02204;Coingt;000;Communes isolées hors influence des pôl;400;02;32
02205;Colligis-Crandelain;146;Laon;112;02;32
02206;Colonfay;998;Autre multipolaris�;300;02;32
02207;Commenchon;250;Chauny;212;02;32
02208;Concevreux;029;Reims;112;02;32
02209;Condé-en-Bri;997;Multipolarisé des grands pôl;120;02;32
02210;Condé-sur-Aisn;127;Soissons;112;02;32
02211;Condé-sur-Suipp;029;Reims;112;02;32
02212;Condren;233;Tergnier;211;02;32
02213;Connigis;181;Château-Thierr;112;02;32
02214;Contescourt;074;Saint-Quentin;112;02;32
02215;Corbeny;029;Reims;112;02;32
02216;Corcy;001;Paris;112;02;32
02217;Coucy-le-Château-Auffriqu;998;Autre multipolaris�;300;02;32
02218;Coucy-lès-Eppe;146;Laon;112;02;32
02219;Coucy-la-Ville;998;Autre multipolaris�;300;02;32
02220;Coulonges-Cohan;029;Reims;112;02;32
02221;Coupru;001;Paris;112;02;32
02222;Courbes;998;Autre multipolaris�;300;02;32
02223;Courboin;181;Château-Thierr;112;02;32
02224;Courcelles-sur-Vesle;997;Multipolarisé des grands pôl;120;02;32
02225;Courchamps;001;Paris;112;02;32
02226;Courmelles;127;Soissons;111;02;32
02227;Courmont;997;Multipolarisé des grands pôl;120;02;32
02228;Courtemont-Varennes;181;Château-Thierr;112;02;32
02229;Courtrizy-et-Fussigny;997;Multipolarisé des grands pôl;120;02;32
02230;Couvrelles;127;Soissons;112;02;32
02231;Couvron-et-Aumencourt;997;Multipolarisé des grands pôl;120;02;32
02232;Coyolles;001;Paris;112;02;32
02233;Cramaille;997;Multipolarisé des grands pôl;120;02;32
02234;Craonne;029;Reims;112;02;32
02235;Craonnelle;029;Reims;112;02;32
02236;Crécy-au-Mon;997;Multipolarisé des grands pôl;120;02;32
02237;Crécy-sur-Serr;997;Multipolarisé des grands pôl;120;02;32
02238;Crép;146;Laon;112;02;32
02239;Crézanc;181;Château-Thierr;112;02;32
02240;Croix-Fonsomme;074;Saint-Quentin;112;02;32
02241;La Croix-sur-Ourcq;997;Multipolarisé des grands pôl;120;02;32
02242;Crouttes-sur-Marne;001;Paris;112;02;32
02243;Crouy;127;Soissons;111;02;32
02244;Crupilly;998;Autre multipolaris�;300;02;32
02245;Cuffies;127;Soissons;111;02;32
02246;Cugny;998;Autre multipolaris�;300;02;32
02248;Cuirieux;146;Laon;112;02;32
02249;Cuiry-Housse;997;Multipolarisé des grands pôl;120;02;32
02250;Cuiry-lès-Chaudarde;029;Reims;112;02;32
02251;Cuiry-lès-Ivier;000;Communes isolées hors influence des pôl;400;02;32
02252;Cuissy-et-Geny;029;Reims;112;02;32
02253;Cuisy-en-Almont;127;Soissons;112;02;32
02254;Cutry;001;Paris;112;02;32
02255;Cys-la-Commune;997;Multipolarisé des grands pôl;120;02;32
02256;Dagny-Lambercy;000;Communes isolées hors influence des pôl;400;02;32
02257;Dallon;074;Saint-Quentin;111;02;32
02258;Dammard;001;Paris;112;02;32
02259;Dampleux;001;Paris;112;02;32
02260;Danizy;233;Tergnier;211;02;32
02261;Dercy;146;Laon;112;02;32
02262;Deuillet;998;Autre multipolaris�;300;02;32
02263;Dhuizel;029;Reims;112;02;32
02264;Dizy-le-Gros;998;Autre multipolaris�;300;02;32
02265;Dohis;000;Communes isolées hors influence des pôl;400;02;32
02266;Dolignon;000;Communes isolées hors influence des pôl;400;02;32
02267;Dommiers;001;Paris;112;02;32
02268;Domptin;001;Paris;112;02;32
02269;Dorengt;998;Autre multipolaris�;300;02;32
02270;Douchy;074;Saint-Quentin;112;02;32
02271;Dravegny;029;Reims;112;02;32
02272;Droizy;127;Soissons;112;02;32
02273;Dury;997;Multipolarisé des grands pôl;120;02;32
02274;�bouleau;997;Multipolarisé des grands pôl;120;02;32
02275;Effry;998;Autre multipolaris�;300;02;32
02276;Englancourt;000;Communes isolées hors influence des pôl;400;02;32
02277;�pagny;127;Soissons;112;02;32
02278;�parcy;000;Communes isolées hors influence des pôl;400;02;32
02279;�paux-B�zu;997;Multipolarisé des grands pôl;120;02;32
02280;�pieds;181;Château-Thierr;112;02;32
02281;L'Épine-aux-Boi;001;Paris;112;02;32
02282;Eppes;146;Laon;112;02;32
02283;Erlon;998;Autre multipolaris�;300;02;32
02284;Erloy;000;Communes isolées hors influence des pôl;400;02;32
02286;Esquéhéri;998;Autre multipolaris�;300;02;32
02287;Essigny-le-Grand;074;Saint-Quentin;112;02;32
02288;Essigny-le-Petit;074;Saint-Quentin;112;02;32
02289;Essises;997;Multipolarisé des grands pôl;120;02;32
02290;Essômes-sur-Marn;181;Château-Thierr;111;02;32
02291;Estrée;074;Saint-Quentin;112;02;32
02292;�tampes-sur-Marne;181;Château-Thierr;111;02;32
02293;�taves-et-Bocquiaux;074;Saint-Quentin;112;02;32
02294;�touvelles;146;Laon;112;02;32
02295;�tr�aupont;998;Autre multipolaris�;300;02;32
02296;�treillers;074;Saint-Quentin;112;02;32
02297;�tr�pilly;181;Château-Thierr;112;02;32
02298;�treux;000;Communes isolées hors influence des pôl;400;02;32
02299;�vergnicourt;029;Reims;112;02;32
02302;Faverolles;001;Paris;112;02;32
02303;Fayet;074;Saint-Quentin;111;02;32
02304;La Fèr;233;Tergnier;211;02;32
02305;Fère-en-Tardenoi;998;Autre multipolaris�;300;02;32
02306;La Ferté-Chevresi;997;Multipolarisé des grands pôl;120;02;32
02307;La Ferté-Milo;001;Paris;112;02;32
02308;Fesmy-le-Sart;000;Communes isolées hors influence des pôl;400;02;32
02309;Festieux;146;Laon;112;02;32
02310;Fieulaine;074;Saint-Quentin;112;02;32
02311;Filain;146;Laon;112;02;32
02312;La Flamengrie;000;Communes isolées hors influence des pôl;400;02;32
02313;Flavigny-le-Grand-et-Beaurain;488;Guise;222;02;32
02315;Flavy-le-Martel;997;Multipolarisé des grands pôl;120;02;32
02316;Fleury;001;Paris;112;02;32
02317;Fluquière;074;Saint-Quentin;112;02;32
02318;Folembray;998;Autre multipolaris�;300;02;32
02319;Fonsomme;074;Saint-Quentin;112;02;32
02320;Fontaine-lès-Clerc;074;Saint-Quentin;112;02;32
02321;Fontaine-lès-Vervin;615;Vervins;221;02;32
02322;Fontaine-Notre-Dame;074;Saint-Quentin;112;02;32
02323;Fontaine-Uterte;074;Saint-Quentin;112;02;32
02324;Fontenelle;998;Autre multipolaris�;300;02;32
02326;Fontenoy;127;Soissons;112;02;32
02327;Foreste;997;Multipolarisé des grands pôl;120;02;32
02328;Fossoy;181;Château-Thierr;112;02;32
02329;Fourdrain;146;Laon;112;02;32
02330;Francilly-Selency;074;Saint-Quentin;112;02;32
02331;Franqueville;998;Autre multipolaris�;300;02;32
02332;Fresnes-en-Tardenois;997;Multipolarisé des grands pôl;120;02;32
02333;Fresnes-sous-Coucy;998;Autre multipolaris�;300;02;32
02334;Fresnoy-le-Grand;998;Autre multipolaris�;300;02;32
02335;Fressancourt;997;Multipolarisé des grands pôl;120;02;32
02336;Frières-Faillou�;998;Autre multipolaris�;300;02;32
02337;Froidestrée;998;Autre multipolaris�;300;02;32
02338;Froidmont-Cohartille;146;Laon;112;02;32
02339;Gandelu;001;Paris;112;02;32
02340;Gauchy;074;Saint-Quentin;111;02;32
02341;Gercy;615;Vervins;222;02;32
02342;Gergny;998;Autre multipolaris�;300;02;32
02343;Germaine;998;Autre multipolaris�;300;02;32
02345;Gibercourt;074;Saint-Quentin;112;02;32
02346;Gizy;146;Laon;112;02;32
02347;Gland;181;Château-Thierr;112;02;32
02349;Goudelancourt-lès-Berrieu;997;Multipolarisé des grands pôl;120;02;32
02350;Goudelancourt-lès-Pierrepon;146;Laon;112;02;32
02351;Goussancourt;997;Multipolarisé des grands pôl;120;02;32
02352;Gouy;997;Multipolarisé des grands pôl;120;02;32
02353;Grandlup-et-Fay;146;Laon;112;02;32
02354;Grandrieux;000;Communes isolées hors influence des pôl;400;02;32
02355;Gricourt;074;Saint-Quentin;112;02;32
02356;Grisolles;997;Multipolarisé des grands pôl;120;02;32
02357;Gronard;998;Autre multipolaris�;300;02;32
02358;Grougis;998;Autre multipolaris�;300;02;32
02359;Grugies;074;Saint-Quentin;111;02;32
02360;Villeneuve-sur-Aisne;029;Reims;112;02;32
02361;Guise;488;Guise;221;02;32
02362;Guivry;998;Autre multipolaris�;300;02;32
02363;Guny;998;Autre multipolaris�;300;02;32
02364;Guyencourt;029;Reims;112;02;32
02366;Hannapes;000;Communes isolées hors influence des pôl;400;02;32
02367;Happencourt;074;Saint-Quentin;112;02;32
02368;Haramont;001;Paris;112;02;32
02369;Harcigny;615;Vervins;222;02;32
02370;Hargicourt;074;Saint-Quentin;112;02;32
02371;Harly;074;Saint-Quentin;111;02;32
02372;Hartennes-et-Taux;997;Multipolarisé des grands pôl;120;02;32
02373;Hary;615;Vervins;222;02;32
02374;Lehaucourt;074;Saint-Quentin;112;02;32
02375;Hautevesnes;001;Paris;112;02;32
02376;Hauteville;074;Saint-Quentin;112;02;32
02377;Haution;000;Communes isolées hors influence des pôl;400;02;32
02378;La Héri;998;Autre multipolaris�;300;02;32
02379;Le Hérie-la-Viévil;998;Autre multipolaris�;300;02;32
02380;Hinacourt;074;Saint-Quentin;112;02;32
02381;Hirson;367;Hirson;221;02;32
02382;Holnon;074;Saint-Quentin;112;02;32
02383;Homblière;074;Saint-Quentin;112;02;32
02384;Houry;998;Autre multipolaris�;300;02;32
02385;Housset;000;Communes isolées hors influence des pôl;400;02;32
02386;Iron;998;Autre multipolaris�;300;02;32
02387;Itancourt;074;Saint-Quentin;112;02;32
02388;Iviers;000;Communes isolées hors influence des pôl;400;02;32
02389;Jaulgonne;181;Château-Thierr;112;02;32
02390;Jeancourt;074;Saint-Quentin;112;02;32
02391;Jeantes;000;Communes isolées hors influence des pôl;400;02;32
02392;Joncourt;074;Saint-Quentin;112;02;32
02393;Jouaignes;997;Multipolarisé des grands pôl;120;02;32
02395;Jumencourt;997;Multipolarisé des grands pôl;120;02;32
02396;Jumigny;029;Reims;112;02;32
02397;Jussy;074;Saint-Quentin;112;02;32
02398;Juvigny;127;Soissons;112;02;32
02399;Juvincourt-et-Damary;029;Reims;112;02;32
02400;Laffaux;127;Soissons;112;02;32
02401;Laigny;998;Autre multipolaris�;300;02;32
02402;Lanchy;998;Autre multipolaris�;300;02;32
02403;Landifay-et-Bertaignemont;998;Autre multipolaris�;300;02;32
02404;Landouzy-la-Cour;615;Vervins;222;02;32
02405;Landouzy-la-Ville;998;Autre multipolaris�;300;02;32
02406;Landricourt;997;Multipolarisé des grands pôl;120;02;32
02407;Laniscourt;146;Laon;112;02;32
02408;Laon;146;Laon;111;02;32
02409;Lappion;000;Communes isolées hors influence des pôl;400;02;32
02410;Largny-sur-Automne;001;Paris;112;02;32
02411;Latilly;001;Paris;112;02;32
02412;Launoy;997;Multipolarisé des grands pôl;120;02;32
02413;Laval-en-Laonnois;146;Laon;112;02;32
02414;Lavaqueresse;998;Autre multipolaris�;300;02;32
02415;Laversine;001;Paris;112;02;32
02416;Lem�;998;Autre multipolaris�;300;02;32
02417;Lempire;997;Multipolarisé des grands pôl;120;02;32
02418;Lerzy;998;Autre multipolaris�;300;02;32
02419;Leschelle;998;Autre multipolaris�;300;02;32
02420;Lesdins;074;Saint-Quentin;112;02;32
02421;Lesges;127;Soissons;112;02;32
02422;Lesquielles-Saint-Germain;488;Guise;222;02;32
02423;Leuilly-sous-Coucy;127;Soissons;112;02;32
02424;Leury;127;Soissons;112;02;32
02425;Leuze;998;Autre multipolaris�;300;02;32
02426;Levergies;074;Saint-Quentin;112;02;32
02427;Lhuys;997;Multipolarisé des grands pôl;120;02;32
02428;Licy-Clignon;181;Château-Thierr;112;02;32
02429;Lierval;146;Laon;112;02;32
02430;Liesse-Notre-Dame;997;Multipolarisé des grands pôl;120;02;32
02431;Liez;998;Autre multipolaris�;300;02;32
02432;Lim�;997;Multipolarisé des grands pôl;120;02;32
02433;Lislet;000;Communes isolées hors influence des pôl;400;02;32
02435;Logny-lès-Aubento;998;Autre multipolaris�;300;02;32
02438;Longpont;001;Paris;112;02;32
02439;Les Septvallons;029;Reims;112;02;32
02440;Lor;029;Reims;112;02;32
02441;Louâtr;001;Paris;112;02;32
02442;Loupeigne;000;Communes isolées hors influence des pôl;400;02;32
02443;Lucy-le-Bocage;181;Château-Thierr;112;02;32
02444;Lugny;998;Autre multipolaris�;300;02;32
02445;Luzoir;998;Autre multipolaris�;300;02;32
02446;Ly-Fontaine;074;Saint-Quentin;112;02;32
02447;Maast-et-Violaine;127;Soissons;112;02;32
02448;Mâchecour;146;Laon;112;02;32
02449;Macogny;001;Paris;112;02;32
02450;Macquigny;998;Autre multipolaris�;300;02;32
02451;Magny-la-Fosse;074;Saint-Quentin;112;02;32
02452;Maissemy;074;Saint-Quentin;112;02;32
02453;Maizy;029;Reims;112;02;32
02454;La Malmaison;029;Reims;112;02;32
02455;Malzy;000;Communes isolées hors influence des pôl;400;02;32
02456;Manicamp;998;Autre multipolaris�;300;02;32
02457;Marchais;997;Multipolarisé des grands pôl;120;02;32
02458;Dhuys et Morin-en-Brie;997;Multipolarisé des grands pôl;120;02;32
02459;Marcy;074;Saint-Quentin;112;02;32
02460;Marcy-sous-Marle;000;Communes isolées hors influence des pôl;400;02;32
02461;Marest-Dampcourt;998;Autre multipolaris�;300;02;32
02462;Mareuil-en-Dôl;997;Multipolarisé des grands pôl;120;02;32
02463;Marfontaine;000;Communes isolées hors influence des pôl;400;02;32
02464;Margival;127;Soissons;112;02;32
02465;Marigny-en-Orxois;001;Paris;112;02;32
02466;Marizy-Sainte-Genevièv;001;Paris;112;02;32
02467;Marizy-Saint-Mard;001;Paris;112;02;32
02468;Marle;000;Communes isolées hors influence des pôl;400;02;32
02469;Marly-Gomont;998;Autre multipolaris�;300;02;32
02470;Martigny;998;Autre multipolaris�;300;02;32
02471;Martigny-Courpierre;146;Laon;112;02;32
02472;Mauregny-en-Haye;997;Multipolarisé des grands pôl;120;02;32
02473;Mayot;997;Multipolarisé des grands pôl;120;02;32
02474;Mennessis;998;Autre multipolaris�;300;02;32
02476;Mennevret;998;Autre multipolaris�;300;02;32
02477;Mercin-et-Vaux;127;Soissons;111;02;32
02478;Merlieux-et-Fouquerolles;146;Laon;112;02;32
02480;Mesbrecourt-Richecourt;146;Laon;112;02;32
02481;Mesnil-Saint-Laurent;074;Saint-Quentin;112;02;32
02482;Meurival;029;Reims;112;02;32
02483;Mézières-sur-Oi;074;Saint-Quentin;112;02;32
02484;Mézy-Moulin;181;Château-Thierr;112;02;32
02485;Missy-aux-Bois;997;Multipolarisé des grands pôl;120;02;32
02486;Missy-lès-Pierrepon;146;Laon;112;02;32
02487;Missy-sur-Aisne;127;Soissons;112;02;32
02488;Molain;998;Autre multipolaris�;300;02;32
02489;Molinchart;146;Laon;112;02;32
02490;Monampteuil;997;Multipolarisé des grands pôl;120;02;32
02491;Monceau-le-Neuf-et-Faucouzy;998;Autre multipolaris�;300;02;32
02492;Monceau-lès-Leup;997;Multipolarisé des grands pôl;120;02;32
02493;Monceau-le-Waast;146;Laon;112;02;32
02494;Monceau-sur-Oise;488;Guise;222;02;32
02495;Mondrepuis;998;Autre multipolaris�;300;02;32
02496;Monnes;001;Paris;112;02;32
02497;Mons-en-Laonnois;146;Laon;112;02;32
02498;Montaigu;997;Multipolarisé des grands pôl;120;02;32
02499;Montbavin;146;Laon;112;02;32
02500;Montbrehain;074;Saint-Quentin;112;02;32
02501;Montchâlon;146;Laon;112;02;32
02502;Montcornet;000;Communes isolées hors influence des pôl;400;02;32
02503;Mont-d'Origny;074;Saint-Quentin;112;02;32
02504;Montescourt-Lizerolles;074;Saint-Quentin;112;02;32
02505;Montfaucon;997;Multipolarisé des grands pôl;120;02;32
02506;Montgobert;001;Paris;112;02;32
02507;Montgru-Saint-Hilaire;001;Paris;112;02;32
02508;Monthenault;146;Laon;112;02;32
02509;Monthiers;181;Château-Thierr;112;02;32
02510;Monthurel;997;Multipolarisé des grands pôl;120;02;32
02511;Montigny-en-Arrouaise;074;Saint-Quentin;112;02;32
02512;Montigny-l'Allier;001;Paris;112;02;32
02513;Montigny-le-Franc;998;Autre multipolaris�;300;02;32
02514;Montigny-Lengrain;997;Multipolarisé des grands pôl;120;02;32
02515;Montigny-lès-Cond;997;Multipolarisé des grands pôl;120;02;32
02516;Montigny-sous-Marle;000;Communes isolées hors influence des pôl;400;02;32
02517;Montigny-sur-Créc;146;Laon;112;02;32
02518;Montlevon;997;Multipolarisé des grands pôl;120;02;32
02519;Montlou�;000;Communes isolées hors influence des pôl;400;02;32
02520;Mont-Notre-Dame;997;Multipolarisé des grands pôl;120;02;32
02521;Montreuil-aux-Lions;001;Paris;112;02;32
02522;Mont-Saint-Jean;000;Communes isolées hors influence des pôl;400;02;32
02523;Mont-Saint-Martin;029;Reims;112;02;32
02524;Mont-Saint-Pèr;181;Château-Thierr;112;02;32
02525;Morcourt;074;Saint-Quentin;112;02;32
02526;Morgny-en-Thiérach;000;Communes isolées hors influence des pôl;400;02;32
02527;Morsain;997;Multipolarisé des grands pôl;120;02;32
02528;Mortefontaine;001;Paris;112;02;32
02529;Mortiers;146;Laon;112;02;32
02530;Moulins;029;Reims;112;02;32
02531;Moussy-Verneuil;997;Multipolarisé des grands pôl;120;02;32
02532;Moÿ-de-l'Aisn;074;Saint-Quentin;112;02;32
02533;Muret-et-Crouttes;127;Soissons;112;02;32
02534;Muscourt;029;Reims;112;02;32
