d_codigo,Region.quota,Rural.quota
92033,South,Urbano
92034,South,Rural
92035,South,Rural
92036,South,Rural
92037,South,Urbano
92038,South,Rural
92039,South,Urbano
92040,South,Rural
92042,South,Rural
92043,South,Rural
92044,South,Rural
92045,South,Rural
92047,South,Rural
92048,South,Rural
92049,South,Rural
92050,South,Rural
92053,South,Rural
92054,South,Rural
92055,South,Rural
92056,South,Rural
92060,South,Semiurbano
92062,South,Semiurbano
92063,South,Semiurbano
92064,South,Semiurbano
92065,South,Semiurbano
92066,South,Semiurbano
92072,South,Rural
92073,South,Rural
92074,South,Rural
92075,South,Rural
92076,South,Rural
92077,South,Rural
92078,South,Rural
92079,South,Rural
92080,South,Urbano
92083,South,Rural
92084,South,Rural
92085,South,Rural
92086,South,Urbano
92090,South,Rural
92092,South,Rural
92093,South,Rural
92094,South,Rural
92095,South,Rural
92096,South,Rural
92100,South,Rural
92103,South,Rural
92104,South,Rural
92105,South,Rural
92107,South,Rural
92108,South,Rural
92110,South,Rural
92113,South,Rural
92114,South,Rural
92116,South,Rural
92117,South,Rural
92120,South,Semiurbano
92122,South,Semiurbano
92123,South,Semiurbano
92124,South,Urbano
92125,South,Semiurbano
92126,South,Semiurbano
92127,South,Semiurbano
92130,South,Rural
92131,South,Rural
92133,South,Rural
92135,South,Rural
92138,South,Rural
92140,South,Rural
92142,South,Rural
92143,South,Rural
92144,South,Rural
92145,South,Rural
92146,South,Rural
92147,South,Rural
92148,South,Rural
92150,South,Rural
92153,South,Rural
92154,South,Rural
92159,South,Rural
92161,South,Rural
92163,South,Rural
92164,South,Rural
92170,South,Rural
92173,South,Rural
92182,South,Rural
92183,South,Rural
92184,South,Rural
92185,South,Rural
92186,South,Rural
92190,South,Rural
92200,South,Rural
92203,South,Rural
92204,South,Rural
92205,South,Rural
92206,South,Rural
92207,South,Rural
92210,South,Rural
92213,South,Rural
92214,South,Rural
92215,South,Rural
92216,South,Rural
92217,South,Rural
92220,South,Rural
92223,South,Rural
92225,South,Rural
92226,South,Rural
92227,South,Rural
92230,South,Rural
92234,South,Rural
92240,South,Rural
92256,South,Rural
92257,South,Rural
92259,South,Rural
92268,South,Rural
92270,South,Rural
92280,South,Rural
92290,South,Rural
92293,South,Rural
92300,South,Semiurbano
92310,South,Urbano
92320,South,Semiurbano
92330,South,Semiurbano
92340,South,Semiurbano
92350,South,Semiurbano
92360,South,Semiurbano
92370,South,Semiurbano
92380,South,Semiurbano
92385,South,Semiurbano
92389,South,Semiurbano
92390,South,Urbano
92400,South,Urbano
92403,South,Rural
92404,South,Rural
92405,South,Rural
92406,South,Rural
92407,South,Rural
92409,South,Rural
92410,South,Rural
92412,South,Rural
92415,South,Rural
92417,South,Rural
92419,South,Rural
92420,South,Urbano
92430,South,Rural
92435,South,Rural
92440,South,Rural
92443,South,Rural
92448,South,Rural
92450,South,Rural
92454,South,Rural
92456,South,Rural
92470,South,Rural
92475,South,Rural
92480,South,Rural
92483,South,Rural
92486,South,Rural
92487,South,Rural
92488,South,Rural
92490,South,Rural
92495,South,Rural
92497,South,Rural
92500,South,Rural
92503,South,Rural
92504,South,Rural
92505,South,Rural
92510,South,Urbano
92513,South,Urbano
92514,South,Urbano
92515,South,Urbano
92516,South,Urbano
92517,South,Urbano
92518,South,Urbano
92519,South,Urbano
92520,South,Rural
92523,South,Rural
92524,South,Rural
92525,South,Rural
92527,South,Rural
92530,South,Rural
92533,South,Rural
92534,South,Rural
92535,South,Rural
92537,South,Rural
92539,South,Rural
92540,South,Rural
92543,South,Rural
92544,South,Rural
92549,South,Rural
92550,South,Rural
92560,South,Rural
92562,South,Rural
92564,South,Rural
92570,South,Rural
92571,South,Rural
92576,South,Rural
92580,South,Rural
92582,South,Rural
92590,South,Rural
92592,South,Rural
92596,South,Rural
92597,South,Rural
92600,South,Rural
92604,South,Rural
92605,South,Rural
92607,South,Rural
92608,South,Rural
92610,South,Rural
92611,South,Rural
92613,South,Rural
92615,South,Rural
92616,South,Rural
92617,South,Rural
92618,South,Rural
92619,South,Rural
92620,South,Rural
92623,South,Rural
92624,South,Rural
92625,South,Rural
92627,South,Rural
92629,South,Rural
92630,South,Rural
92633,South,Rural
92635,South,Rural
92636,South,Rural
92637,South,Rural
92638,South,Rural
92639,South,Rural
92640,South,Rural
92643,South,Rural
92644,South,Rural
92646,South,Rural
92647,South,Rural
92648,South,Rural
92650,South,Rural
92654,South,Rural
92656,South,Rural
92658,South,Rural
92660,South,Rural
92663,South,Rural
92664,South,Rural
92665,South,Rural
92668,South,Rural
92670,South,Rural
92672,South,Rural
92676,South,Rural
92678,South,Rural
92680,South,Rural
92683,South,Rural
92684,South,Rural
92685,South,Rural
92686,South,Rural
92687,South,Rural
92690,South,Rural
92693,South,Rural
92694,South,Urbano
92695,South,Rural
92697,South,Rural
92700,South,Rural
92701,South,Rural
92702,South,Rural
92703,South,Rural
92704,South,Rural
92705,South,Rural
92706,South,Rural
92707,South,Rural
92708,South,Rural
92710,South,Rural
92711,South,Rural
92713,South,Rural
92715,South,Rural
92716,South,Rural
92720,South,Rural
92723,South,Rural
92724,South,Rural
92726,South,Rural
92727,South,Rural
92728,South,Rural
92730,South,Urbano
92733,South,Urbano
92734,South,Urbano
92735,South,Urbano
92736,South,Urbano
92737,South,Urbano
92740,South,Rural
92744,South,Rural
92747,South,Rural
92750,South,Rural
92752,South,Rural
92753,South,Rural
92754,South,Rural
92755,South,Rural
92756,South,Rural
92760,South,Rural
92762,South,Rural
92763,South,Rural
92764,South,Rural
92769,South,Rural
92770,South,Urbano
92773,South,Urbano
92774,South,Urbano
92775,South,Rural
92776,South,Urbano
92780,South,Rural
92783,South,Rural
92784,South,Rural
92785,South,Rural
92786,South,Rural
92789,South,Rural
92800,South,Urbano
92810,South,Urbano
92820,South,Urbano
92830,South,Urbano
92834,South,Urbano
92840,South,Urbano
92845,South,Urbano
92850,South,Urbano
92853,South,Urbano
92854,South,Urbano
92860,South,Urbano
92863,South,Urbano
92870,South,Urbano
92875,South,Urbano
92876,South,Urbano
92880,South,Urbano
92883,South,Urbano
92888,South,Urbano
92890,South,Urbano
92893,South,Urbano
92894,South,Urbano
92895,South,Urbano
92900,South,Rural
92903,South,Rural
92904,South,Rural
92905,South,Rural
92906,South,Rural
92907,South,Rural
92909,South,Rural
92910,South,Rural
92911,South,Rural
92912,South,Rural
92913,South,Rural
92914,South,Rural
92915,South,Rural
92916,South,Rural
92917,South,Urbano
92920,South,Rural
92922,South,Rural
92923,South,Rural
92925,South,Rural
92926,South,Rural
92927,South,Rural
92928,South,Rural
92929,South,Rural
92930,South,Semiurbano
92933,South,Semiurbano
92934,South,Urbano
92935,South,Semiurbano
92936,South,Semiurbano
92937,South,Semiurbano
92940,South,Rural
92941,South,Rural
92942,South,Rural
92943,South,Rural
92970,South,Rural
92972,South,Rural
92973,South,Rural
92974,South,Rural
92975,South,Rural
92976,South,Rural
92977,South,Rural
92978,South,Rural
92980,South,Rural
92983,South,Rural
92984,South,Rural
92985,South,Rural
92987,South,Rural
92990,South,Rural
92994,South,Rural
93000,South,Rural
93003,South,Rural
93004,South,Rural
93005,South,Rural
93010,South,Rural
93015,South,Rural
93020,South,Rural
93030,South,Rural
93040,South,Rural
93041,South,Rural
93050,South,Rural
93060,South,Rural
93062,South,Rural
93063,South,Rural
93068,South,Rural
93070,South,Rural
93071,South,Rural
93072,South,Rural
93073,South,Rural
93074,South,Rural
93076,South,Rural
93080,South,Rural
93083,South,Rural
93084,South,Rural
93085,South,Rural
93086,South,Rural
93100,South,Rural
93104,South,Rural
93105,South,Rural
93110,South,Rural
93120,South,Rural
93122,South,Rural
93124,South,Rural
93140,South,Rural
93147,South,Rural
93150,South,Rural
93152,South,Rural
93153,South,Rural
93154,South,Rural
93157,South,Rural
93158,South,Rural
93160,South,Urbano
93162,South,Urbano
93163,South,Urbano
93164,South,Urbano
93165,South,Urbano
93166,South,Urbano
93167,South,Rural
93169,South,Urbano
93170,South,Rural
93172,South,Urbano
93173,South,Rural
93174,South,Rural
93175,South,Rural
93176,South,Rural
93180,South,Rural
93181,South,Rural
93182,South,Rural
93183,South,Rural
93184,South,Rural
93185,South,Rural
93190,South,Rural
93193,South,Rural
93194,South,Rural
93195,South,Rural
93196,South,Rural
93197,South,Rural
93198,South,Rural
93199,South,Rural
93210,South,Urbano
93213,South,Urbano
93220,South,Urbano
93228,South,Urbano
93230,South,Urbano
93236,South,Urbano
93240,South,Urbano
93248,South,Urbano
93249,South,Urbano
93250,South,Urbano
93260,South,Urbano
93269,South,Urbano
93270,South,Urbano
93276,South,Urbano
93279,South,Urbano
93280,South,Urbano
93290,South,Urbano
93294,South,Urbano
93295,South,Urbano
93300,South,Urbano
93305,South,Urbano
93306,South,Urbano
93308,South,Urbano
93310,South,Urbano
93319,South,Urbano
93320,South,Urbano
93327,South,Urbano
93330,South,Urbano
93340,South,Urbano
93350,South,Urbano
93360,South,Urbano
93367,South,Urbano
93368,South,Urbano
93369,South,Urbano
93370,South,Urbano
93380,South,Urbano
93384,South,Urbano
93386,South,Urbano
93387,South,Urbano
93388,South,Urbano
93389,South,Urbano
93390,South,Urbano
93393,South,Urbano
93396,South,Urbano
93398,South,Urbano
93399,South,Urbano
93400,South,Urbano
93410,South,Urbano
93413,South,Urbano
93418,South,Urbano
93419,South,Urbano
93420,South,Urbano
93425,South,Urbano
93426,South,Urbano
93427,South,Urbano
93428,South,Urbano
93429,South,Urbano
93430,South,Urbano
93438,South,Urbano
93440,South,Urbano
93449,South,Urbano
93450,South,Urbano
93458,South,Urbano
93460,South,Urbano
93466,South,Urbano
93467,South,Urbano
93468,South,Urbano
93470,South,Urbano
93477,South,Urbano
93478,South,Urbano
93479,South,Urbano
93480,South,Urbano
93484,South,Urbano
93485,South,Urbano
93486,South,Urbano
93487,South,Urbano
93489,South,Urbano
93490,South,Urbano
93498,South,Urbano
93499,South,Urbano
93520,South,Rural
93523,South,Rural
93524,South,Rural
93525,South,Rural
93526,South,Rural
93527,South,Rural
93530,South,Rural
93532,South,Rural
93533,South,Rural
93534,South,Rural
93535,South,Rural
93536,South,Rural
93537,South,Rural
93538,South,Rural
93540,South,Rural
93542,South,Rural
93543,South,Rural
93544,South,Rural
93545,South,Rural
93546,South,Rural
93547,South,Rural
93548,South,Rural
93549,South,Rural
93550,South,Rural
93552,South,Rural
93553,South,Rural
93556,South,Semiurbano
93557,South,Urbano
93558,South,Urbano
93559,South,Urbano
93560,South,Rural
93562,South,Rural
93564,South,Rural
93566,South,Rural
93568,South,Rural
93569,South,Rural
93570,South,Rural
93571,South,Rural
93575,South,Rural
93576,South,Rural
93577,South,Rural
93578,South,Rural
93579,South,Rural
93580,South,Rural
93585,South,Rural
93588,South,Rural
93590,South,Rural
93597,South,Rural
93600,South,Urbano
93603,South,Urbano
93604,South,Urbano
93605,South,Urbano
93606,South,Urbano
93607,South,Urbano
93608,South,Urbano
93610,South,Urbano
93613,South,Urbano
93620,South,Rural
93623,South,Rural
93624,South,Rural
93625,South,Rural
93626,South,Rural
93627,South,Rural
93628,South,Rural
93629,South,Rural
93633,South,Rural
93634,South,Rural
93635,South,Rural
93636,South,Rural
93637,South,Rural
93638,South,Rural
93640,South,Rural
93641,South,Rural
93643,South,Rural
93644,South,Rural
93645,South,Rural
93646,South,Rural
93647,South,Rural
93650,South,Urbano
93653,South,Rural
93654,South,Rural
93655,South,Rural
93656,South,Rural
93657,South,Rural
93660,South,Rural
93662,South,Rural
93664,South,Rural
93666,South,Rural
93667,South,Rural
93668,South,Rural
93670,South,Rural
93671,South,Rural
93672,South,Rural
93675,South,Rural
93676,South,Rural
93680,South,Rural
93683,South,Rural
93684,South,Rural
93685,South,Rural
93687,South,Rural
93688,South,Rural
93689,South,Rural
93690,South,Rural
93692,South,Urbano
93693,South,Rural
93694,South,Rural
93695,South,Rural
93696,South,Rural
93697,South,Rural
93698,South,Rural
93699,South,Rural
93700,South,Urbano
93710,South,Rural
93714,South,Rural
93715,South,Rural
93716,South,Rural
93720,South,Rural
93721,South,Rural
93723,South,Rural
93724,South,Rural
93725,South,Rural
93726,South,Rural
93730,South,Rural
93732,South,Rural
93733,South,Rural
93735,South,Rural
93737,South,Rural
93740,South,Rural
93743,South,Rural
93744,South,Rural
93745,South,Rural
93746,South,Rural
93747,South,Rural
93748,South,Rural
93749,South,Rural
93750,South,Rural
93760,South,Rural
93761,South,Rural
93769,South,Rural
93780,South,Rural
93783,South,Rural
93787,South,Rural
93789,South,Rural
93800,South,Rural
93803,South,Rural
93808,South,Rural
93810,South,Rural
93813,South,Rural
93814,South,Rural
93815,South,Rural
93816,South,Rural
93820,South,Urbano
93826,South,Urbano
93827,South,Urbano
93828,South,Urbano
93829,South,Urbano
93830,South,Rural
93833,South,Rural
93834,South,Rural
93835,South,Rural
93836,South,Rural
93837,South,Rural
93840,South,Rural
93843,South,Rural
93844,South,Rural
93845,South,Rural
93846,South,Rural
93847,South,Rural
93860,South,Rural
93880,South,Rural
93882,South,Rural
93884,South,Rural
93885,South,Rural
93890,South,Rural
93892,South,Rural
93893,South,Rural
93894,South,Rural
93896,South,Rural
93900,South,Rural
93904,South,Rural
93905,South,Rural
93908,South,Rural
93910,South,Rural
93915,South,Rural
93918,South,Rural
93930,South,Rural
93936,South,Rural
93940,South,Rural
93950,South,Rural
93954,South,Rural
93956,South,Rural
93957,South,Rural
93960,South,Rural
93963,South,Rural
93965,South,Rural
93967,South,Rural
93970,South,Rural
93980,South,Urbano
93986,South,Rural
93990,South,Semiurbano
93994,South,Urbano
93995,South,Urbano
93996,South,Semiurbano
93997,South,Semiurbano
93998,South,Semiurbano
94000,South,Rural
94019,South,Rural
94020,South,Rural
94021,South,Rural
94023,South,Rural
94024,South,Rural
94027,South,Rural
94030,South,Rural
94034,South,Rural
94035,South,Rural
94050,South,Rural
94054,South,Rural
94057,South,Rural
94059,South,Rural
94060,South,Rural
94063,South,Rural
94064,South,Rural
94080,South,Rural
94084,South,Rural
94086,South,Rural
94100,South,Semiurbano
94103,South,Semiurbano
94106,South,Urbano
94107,South,Urbano
94108,South,Semiurbano
94110,South,Rural
94113,South,Rural
94116,South,Rural
94117,South,Rural
94120,South,Rural
94123,South,Rural
94124,South,Rural
94126,South,Rural
94127,South,Rural
94130,South,Rural
94133,South,Rural
94134,South,Rural
94135,South,Rural
94136,South,Rural
94138,South,Rural
94140,South,Urbano
94142,South,Rural
94143,South,Rural
94144,South,Rural
94145,South,Rural
94147,South,Rural
94149,South,Rural
94150,South,Rural
94153,South,Rural
94154,South,Rural
94155,South,Rural
94157,South,Rural
94158,South,Rural
94160,South,Rural
94167,South,Rural
94170,South,Urbano
94178,South,Rural
94179,South,Rural
94180,South,Rural
94183,South,Rural
94184,South,Rural
94186,South,Rural
94188,South,Rural
94190,South,Rural
94191,South,Rural
94194,South,Rural
94195,South,Rural
94200,South,Rural
94210,South,Rural
94212,South,Rural
94216,South,Rural
94220,South,Rural
94222,South,Rural
94223,South,Rural
94224,South,Rural
94225,South,Rural
94226,South,Rural
94227,South,Rural
94229,South,Rural
94230,South,Rural
94233,South,Rural
94234,South,Rural
94235,South,Rural
94236,South,Rural
94240,South,Semiurbano
94242,South,Semiurbano
94243,South,Urbano
94244,South,Urbano
94245,South,Rural
94246,South,Urbano
94247,South,Rural
94248,South,Rural
94249,South,Rural
94250,South,Rural
94253,South,Rural
94254,South,Rural
94255,South,Rural
94256,South,Rural
94260,South,Rural
94263,South,Rural
94264,South,Rural
94265,South,Rural
94266,South,Rural
94267,South,Rural
94270,South,Rural
94271,South,Rural
94273,South,Urbano
94274,South,Urbano
94275,South,Rural
94276,South,Rural
94277,South,Rural
94278,South,Rural
94280,South,Rural
94285,South,Rural
94286,South,Urbano
94287,South,Rural
94290,South,Urbano
94293,South,Urbano
94294,South,Urbano
94295,South,Urbano
94296,South,Urbano
94297,South,Urbano
94298,South,Urbano
94299,South,Urbano
94300,South,Urbano
94303,South,Urbano
94310,South,Urbano
94311,South,Urbano
94315,South,Urbano
94320,South,Urbano
94324,South,Urbano
94326,South,Urbano
94327,South,Urbano
94328,South,Urbano
94329,South,Urbano
94330,South,Urbano
94333,South,Urbano
94334,South,Urbano
94335,South,Urbano
94337,South,Urbano
94339,South,Urbano
94340,South,Urbano
94344,South,Urbano
94345,South,Urbano
94346,South,Urbano
94347,South,Urbano
94349,South,Urbano
94350,South,Urbano
94353,South,Urbano
94360,South,Urbano
94363,South,Urbano
94364,South,Urbano
94370,South,Urbano
94380,South,Urbano
94384,South,Urbano
94389,South,Urbano
94390,South,Urbano
94393,South,Urbano
94394,South,Urbano
94399,South,Urbano
94400,South,Urbano
94410,South,Rural
94420,South,Urbano
94422,South,Rural
94423,South,Rural
94424,South,Rural
94427,South,Rural
94428,South,Rural
94430,South,Urbano
94440,South,Rural
94442,South,Rural
94445,South,Rural
94446,South,Rural
94447,South,Rural
94450,South,Urbano
94452,South,Urbano
94453,South,Rural
94454,South,Rural
94455,South,Semiurbano
94456,South,Rural
94457,South,Rural
94458,South,Rural
94460,South,Urbano
94462,South,Urbano
94463,South,Urbano
94464,South,Rural
94466,South,Urbano
94467,South,Rural
94469,South,Rural
94470,South,Semiurbano
94472,South,Urbano
94473,South,Urbano
94474,South,Semiurbano
94475,South,Urbano
94476,South,Urbano
94477,South,Urbano
94480,South,Rural
94483,South,Rural
94484,South,Rural
94485,South,Rural
94486,South,Rural
94487,South,Rural
94488,South,Rural
94489,South,Rural
94492,South,Rural
94494,South,Rural
94495,South,Rural
94497,South,Rural
94500,South,Urbano
94510,South,Urbano
94513,South,Urbano
94515,South,Urbano
94516,South,Urbano
94517,South,Urbano
94518,South,Urbano
94519,South,Urbano
94520,South,Urbano
94530,South,Urbano
94533,South,Urbano
94534,South,Urbano
94540,South,Urbano
94542,South,Urbano
94543,South,Urbano
94545,South,Urbano
94546,South,Urbano
94549,South,Urbano
94550,South,Urbano
94552,South,Urbano
94553,South,Urbano
94554,South,Urbano
94556,South,Urbano
94557,South,Urbano
94558,South,Urbano
94559,South,Urbano
94560,South,Urbano
94570,South,Urbano
94575,South,Urbano
94580,South,Urbano
94588,South,Urbano
94589,South,Urbano
94590,South,Urbano
94600,South,Urbano
94610,South,Urbano
94613,South,Urbano
94620,South,Urbano
94630,South,Urbano
94635,South,Urbano
94640,South,Urbano
94643,South,Urbano
94649,South,Urbano
94650,South,Urbano
94657,South,Urbano
94660,South,Urbano
94670,South,Urbano
94677,South,Urbano
94679,South,Urbano
94680,South,Urbano
94687,South,Urbano
94688,South,Urbano
94689,South,Urbano
94690,South,Urbano
94693,South,Urbano
94696,South,Urbano
94699,South,Urbano
94700,South,Rural
94703,South,Urbano
94720,South,Urbano
94722,South,Rural
94723,South,Urbano
94724,South,Urbano
94726,South,Rural
94730,South,Semiurbano
94732,South,Urbano
94733,South,Urbano
94734,South,Semiurbano
94740,South,Rural
94743,South,Urbano
94744,South,Urbano
94745,South,Urbano
94746,South,Rural
94748,South,Rural
94750,South,Rural
94755,South,Rural
94756,South,Rural
94760,South,Urbano
94762,South,Rural
94763,South,Rural
94764,South,Rural
94765,South,Rural
94766,South,Rural
94767,South,Rural
94768,South,Rural
94769,South,Rural
94770,South,Rural
94772,South,Rural
94773,South,Rural
94774,South,Urbano
94775,South,Rural
94776,South,Rural
94777,South,Rural
94780,South,Semiurbano
94782,South,Urbano
94783,South,Semiurbano
94790,South,Rural
94793,South,Rural
94794,South,Rural
94800,South,Rural
94804,South,Rural
94805,South,Rural
94807,South,Rural
94810,South,Rural
94813,South,Rural
94815,South,Rural
94816,South,Rural
94820,South,Rural
94823,South,Rural
94824,South,Rural
94825,South,Rural
94830,South,Rural
94834,South,Rural
94835,South,Rural
94836,South,Rural
94837,South,Rural
94840,South,Rural
94842,South,Rural
94843,South,Rural
94846,South,Rural
94847,South,Rural
94850,South,Rural
94853,South,Rural
94854,South,Rural
94860,South,Rural
94862,South,Rural
94870,South,Rural
94873,South,Rural
94877,South,Rural
94880,South,Rural
94883,South,Rural
94890,South,Rural
94893,South,Rural
94900,South,Urbano
94902,South,Rural
94903,South,Rural
94904,South,Rural
94905,South,Rural
94906,South,Rural
94907,South,Rural
94910,South,Rural
94912,South,Rural
94913,South,Rural
94915,South,Semiurbano
94916,South,Urbano
94917,South,Urbano
94918,South,Urbano
94920,South,Urbano
94925,South,Rural
94928,South,Rural
94929,South,Rural
94930,South,Rural
94933,South,Urbano
94934,South,Rural
94935,South,Rural
94936,South,Rural
94937,South,Rural
94939,South,Rural
94940,South,Rural
94943,South,Rural
94944,South,Rural
94945,South,Urbano
94946,South,Rural
94950,South,Urbano
94953,South,Rural
94954,South,Rural
94955,South,Rural
94956,South,Rural
94957,South,Rural
94959,South,Rural
94960,South,Rural
94964,South,Urbano
94965,South,Rural
94966,South,Rural
94967,South,Rural
94968,South,Rural
94970,South,Rural
94972,South,Rural
94973,South,Rural
94974,South,Rural
94975,South,Rural
94976,South,Rural
94977,South,Rural
94978,South,Rural
94980,South,Rural
94983,South,Rural
94984,South,Rural
94985,South,Rural
94986,South,Rural
94987,South,Rural
94988,South,Rural
94989,South,Rural
94990,South,Rural
94992,South,Rural
94993,South,Rural
94994,South,Rural
94995,South,Rural
94996,South,Rural
94997,South,Rural
95000,South,Rural
95002,South,Rural
95003,South,Rural
95004,South,Rural
95005,South,Rural
95006,South,Rural
95010,South,Rural
95011,South,Rural
95012,South,Rural
95013,South,Rural
95016,South,Rural
95017,South,Rural
95019,South,Rural
95020,South,Rural
95023,South,Rural
95024,South,Rural
95025,South,Rural
95026,South,Rural
95027,South,Rural
95028,South,Rural
95030,South,Rural
95033,South,Rural
95034,South,Rural
95035,South,Rural
95036,South,Rural
95037,South,Rural
95038,South,Rural
95039,South,Rural
95040,South,Rural
95042,South,Rural
95043,South,Rural
95044,South,Rural
95045,South,Rural
95046,South,Rural
95048,South,Rural
95049,South,Rural
95060,South,Rural
95061,South,Rural
95064,South,Rural
95065,South,Rural
95066,South,Rural
95070,South,Rural
95075,South,Rural
95077,South,Rural
95080,South,Rural
95083,South,Rural
95084,South,Rural
95085,South,Rural
95086,South,Rural
95090,South,Rural
95093,South,Rural
95094,South,Rural
95095,South,Rural
95096,South,Rural
95097,South,Rural
95098,South,Urbano
95099,South,Urbano
95100,South,Semiurbano
95110,South,Urbano
95118,South,Urbano
95119,South,Urbano
95120,South,Urbano
95130,South,Semiurbano
95140,South,Semiurbano
95150,South,Semiurbano
95160,South,Urbano
95170,South,Semiurbano
95179,South,Semiurbano
95180,South,Semiurbano
95190,South,Semiurbano
95193,South,Semiurbano
95200,South,Rural
95202,South,Rural
95203,South,Rural
95204,South,Semiurbano
95205,South,Rural
95206,South,Urbano
95207,South,Rural
95209,South,Rural
95212,South,Rural
95213,South,Semiurbano
95214,South,Rural
95215,South,Rural
95216,South,Rural
95217,South,Semiurbano
95220,South,Rural
95223,South,Rural
95224,South,Rural
95225,South,Rural
95226,South,Rural
95227,South,Rural
95230,South,Rural
95233,South,Rural
95234,South,Rural
95235,South,Rural
95236,South,Rural
95237,South,Rural
95240,South,Rural
95243,South,Rural
95244,South,Rural
95245,South,Rural
95246,South,Rural
95247,South,Rural
95250,South,Rural
95253,South,Rural
95258,South,Rural
95259,South,Rural
95261,South,Rural
95263,South,Rural
95264,South,Urbano
95265,South,Rural
95266,South,Urbano
95268,South,Rural
95269,South,Urbano
95270,South,Urbano
95272,South,Urbano
95274,South,Urbano
95275,South,Urbano
95276,South,Urbano
95277,South,Urbano
95278,South,Urbano
95280,South,Semiurbano
95281,South,Urbano
95283,South,Urbano
95284,South,Urbano
95285,South,Urbano
95286,South,Semiurbano
95287,South,Semiurbano
95295,South,Rural
95300,South,Urbano
95306,South,Rural
95330,South,Semiurbano
95332,South,Urbano
95333,South,Urbano
95334,South,Semiurbano
95335,South,Semiurbano
95336,South,Semiurbano
95337,South,Semiurbano
95338,South,Semiurbano
95339,South,Semiurbano
95340,South,Urbano
95342,South,Urbano
95343,South,Urbano
95344,South,Urbano
95345,South,Rural
95346,South,Rural
95347,South,Rural
95348,South,Rural
95349,South,Rural
95350,South,Rural
95355,South,Rural
95357,South,Rural
95358,South,Rural
95360,South,Rural
95365,South,Rural
95367,South,Rural
95370,South,Rural
95374,South,Rural
95375,South,Rural
95380,South,Rural
95390,South,Urbano
95394,South,Urbano
95395,South,Urbano
95396,South,Urbano
95397,South,Urbano
95398,South,Urbano
95399,South,Urbano
95400,South,Urbano
95412,South,Rural
95413,South,Rural
95414,South,Rural
95415,South,Rural
95420,South,Rural
95422,South,Rural
95423,South,Rural
95424,South,Rural
95425,South,Rural
95426,South,Rural
95427,South,Rural
95429,South,Urbano
95430,South,Rural
95432,South,Rural
95435,South,Rural
95437,South,Rural
95440,South,Rural
95443,South,Rural
95445,South,Rural
95447,South,Rural
95450,South,Urbano
95454,South,Urbano
95456,South,Urbano
95458,South,Urbano
95460,South,Rural
95462,South,Urbano
95463,South,Urbano
95464,South,Urbano
95465,South,Urbano
95466,South,Rural
95467,South,Rural
95468,South,Rural
95469,South,Rural
95470,South,Rural
95472,South,Rural
95473,South,Rural
95474,South,Rural
95475,South,Rural
95476,South,Rural
95477,South,Rural
95478,South,Rural
95479,South,Rural
95480,South,Rural
95484,South,Rural
95485,South,Rural
95486,South,Rural
95487,South,Rural
95490,South,Rural
95494,South,Rural
95495,South,Rural
95496,South,Rural
95497,South,Rural
95500,South,Rural
95507,South,Rural
95508,South,Rural
95520,South,Rural
95525,South,Rural
95526,South,Rural
95530,South,Rural
95533,South,Rural
95540,South,Rural
95560,South,Rural
95563,South,Rural
95570,South,Rural
95574,South,Rural
95575,South,Rural
95576,South,Rural
95580,South,Rural
95584,South,Rural
95585,South,Rural
95587,South,Rural
95588,South,Rural
95590,South,Rural
95593,South,Rural
95594,South,Rural
95595,South,Rural
95597,South,Rural
95598,South,Rural
95600,South,Urbano
95603,South,Rural
95604,South,Rural
95605,South,Rural
95606,South,Rural
95607,South,Rural
95609,South,Rural
95614,South,Rural
95618,South,Rural
95619,South,Rural
95620,South,Rural
95623,South,Rural
95624,South,Rural
95625,South,Rural
95627,South,Rural
95628,South,Rural
95629,South,Rural
95630,South,Rural
95634,South,Rural
95635,South,Rural
95636,South,Rural
95637,South,Rural
95640,South,Semiurbano
95642,South,Semiurbano
95643,South,Urbano
95645,South,Semiurbano
95646,South,Semiurbano
95647,South,Semiurbano
95648,South,Urbano
95650,South,Rural
95652,South,Rural
95653,South,Rural
95654,South,Rural
95655,South,Rural
95657,South,Rural
95658,South,Rural
95659,South,Rural
95670,South,Rural
95672,South,Rural
95673,South,Rural
95674,South,Urbano
95675,South,Rural
95676,South,Rural
95677,South,Rural
95679,South,Rural
95680,South,Rural
95682,South,Rural
95683,South,Rural
95684,South,Rural
95685,South,Rural
95686,South,Rural
95687,South,Rural
95689,South,Rural
95690,South,Semiurbano
95693,South,Urbano
95694,South,Urbano
95695,South,Urbano
95696,South,Urbano
95697,South,Semiurbano
95700,South,Semiurbano
95710,South,Urbano
95714,South,Urbano
95716,South,Urbano
95717,South,Semiurbano
95718,South,Urbano
95720,South,Urbano
95725,South,Semiurbano
95726,South,Semiurbano
95729,South,Semiurbano
95730,South,Urbano
95736,South,Semiurbano
95739,South,Semiurbano
95740,South,Urbano
95746,South,Semiurbano
95748,South,Semiurbano
95749,South,Semiurbano
95750,South,Semiurbano
95756,South,Semiurbano
95760,South,Urbano
95763,South,Urbano
95765,South,Semiurbano
95770,South,Semiurbano
95775,South,Semiurbano
95778,South,Semiurbano
95780,South,Urbano
95786,South,Urbano
95790,South,Urbano
95795,South,Semiurbano
95797,South,Urbano
95800,South,Semiurbano
95801,South,Rural
95802,South,Rural
95803,South,Rural
95804,South,Urbano
95805,South,Urbano
